collection,category,title,meeting_type,date,year,language,format,size_kb,source,publish,drive_path,url
Archive,Finances,Fourth Quarter 2011,,2011-01-01,2011,English,PDF,157,Area 09 legacy site,yes,docs/archive/finances/2011/4q2011-en.pdf,https://drive.google.com/file/d/11q0D_Ssrm6l8xsymnoI-uZhbIh7H3QYc/view
Archive,Finances,Second Quarter 2011,,2011-01-01,2011,English,PDF,116,Area 09 legacy site,yes,docs/archive/finances/2011/2q2011-en.pdf,https://drive.google.com/file/d/12I9hrhIJbCtsmvFSe7lXVJ3tSAgcI-NI/view
Archive,Finances,Third Quarter 2011,,2011-01-01,2011,English,PDF,151,Area 09 legacy site,yes,docs/archive/finances/2011/3q2011-en.pdf,https://drive.google.com/file/d/1PUApvPBHagYEZKZ5H41mEXehpycmLu8m/view
Archive,Finances,First Quarter 2012,,2012-01-01,2012,English,PDF,190,Area 09 legacy site,yes,docs/archive/finances/2012/1stqtrgpcont2012-en.pdf,https://drive.google.com/file/d/1kuMGSxmP-AQZuIXqx9_Oh4034zKj4yt1/view
Archive,Finances,Fourth Quarter 2012,,2012-01-01,2012,English,PDF,396,Area 09 legacy site,yes,docs/archive/finances/2012/grp-cont-4th-qtr-2012-en.pdf,https://drive.google.com/file/d/1QSpDR9OPqV43UEgIuWbb2tXeEIOopA2Z/view
Archive,Finances,Second Quarter 2012,,2012-01-01,2012,English,PDF,343,Area 09 legacy site,yes,docs/archive/finances/2012/2nd-qtr-gp-cont-2012-en.pdf,https://drive.google.com/file/d/1zudMIeImEmGOYba1XZ7CSf08sD1O3KV9/view
Archive,Finances,Third Quarter 2012,,2012-01-01,2012,English,PDF,165,Area 09 legacy site,yes,docs/archive/finances/2012/grp-cont-3rd-qtr-2012-en.pdf,https://drive.google.com/file/d/1N83ih6sFcSKrxELkgZYxfm5jRd_wRHdD/view
Archive,Finances,2013 June 30,,2013-01-01,2013,English,PDF,19,Area 09 legacy site,yes,docs/archive/finances/2013/msca-inc-exp-to-budget-6-30-13-en.pdf,https://drive.google.com/file/d/1C3ZjtQtyFIHDPF6y8XkvgePAJEmzyb5l/view
Archive,Finances,First Quarter 2013,,2013-01-01,2013,English,PDF,214,Area 09 legacy site,yes,docs/archive/finances/2013/1st-qtr-contributions-2013-en.pdf,https://drive.google.com/file/d/14Dlre8anRGBaK7hoPm5rw6p_KY9SfBkY/view
Archive,Finances,Second Quarter 2013,,2013-01-01,2013,English,PDF,155,Area 09 legacy site,yes,docs/archive/finances/2013/2nd-qtr-contributions-2013-en.pdf,https://drive.google.com/file/d/1WSjWYEelHeIi8dDuP0P3E6mPhVMRefrS/view
Archive,Finances,2014 Preliminary Budget,,2014-01-01,2014,English,PDF,550,Area 09 legacy site,yes,docs/archive/finances/2014/preliminary-2014-budget-en.pdf,https://drive.google.com/file/d/1MSniMiPi4AYaS5p5GKf90wWIRJ_Jg87g/view
Archive,Finances,Apr 2016 Contributions 250,,2016-04-01,2016,English,PDF,990,Area 09 legacy site,yes,docs/archive/finances/2016/apr-2016-contributions250-en.pdf,https://drive.google.com/file/d/191gBn07Nn4r-hba49qFPMhl79Lf4B2Nn/view
Archive,Finances,Feb 2016 Contributions 248,,2016-02-01,2016,English,PDF,807,Area 09 legacy site,yes,docs/archive/finances/2016/feb-2016-contributions248-en.pdf,https://drive.google.com/file/d/1xZdegMPhFkmen65zh4JLf7q9EdT3RHJf/view
Archive,Finances,Jan 2016 Contributions 247,,2016-01-01,2016,English,PDF,1125,Area 09 legacy site,yes,docs/archive/finances/2016/jan-2016-contributions247-en.pdf,https://drive.google.com/file/d/1lSxmmUYCRJ3hr2eLlgL4004rVU2NhyDm/view
Archive,Finances,Jun 2016 Contributions 253,,2016-06-01,2016,English,PDF,1048,Area 09 legacy site,yes,docs/archive/finances/2016/jun-2016-contributions253-en.pdf,https://drive.google.com/file/d/1ckQlodPPtMx8UXINf-OylSRSoJXJtZLE/view
Archive,Finances,Mar 2016 Contributions 249,,2016-03-01,2016,English,PDF,785,Area 09 legacy site,yes,docs/archive/finances/2016/mar-2016-contributions249-en.pdf,https://drive.google.com/file/d/1YdP2d5kcEVwns6H58VKFGnWriosDrRkP/view
Archive,Finances,May 2016 Contributions 251,,2016-05-01,2016,English,PDF,906,Area 09 legacy site,yes,docs/archive/finances/2016/may-2016-contributions251-en.pdf,https://drive.google.com/file/d/1QdrRib1AMGaVZyo9drmXNGhbtnireDUe/view
Archive,Finances,2017 Area 9 Budget 2018,,2018-01-01,2018,English,PDF,197,Area 09 legacy site,yes,docs/archive/finances/2018/2017-final-budget-en.pdf,https://drive.google.com/file/d/1feUp6CezIKRjI-HdyWSDcRWCO9YISUJl/view
Archive,Finances,2018 Area 9 3rd Quarter Budget Revised,,2018-01-01,2018,English,PDF,39,Area 09 legacy site,yes,docs/archive/finances/2018/2018-3rd-qtr-budget-revised-en.pdf,https://drive.google.com/file/d/1l6CY9TIF_QT7DgU2qJT20h2U4bfRRKbb/view
Archive,Finances,2018 Area 9 Budget,,2018-01-01,2018,English,PDF,67,Area 09 legacy site,yes,docs/archive/finances/2018/2018-budget-final-en.pdf,https://drive.google.com/file/d/10oPBYWRWsSToDEpNG2OtBhEoKd0v_gNv/view
Archive,Finances,2018 Area 9 Final Actual Budget,,2018-01-01,2018,English,PDF,23,Area 09 legacy site,yes,docs/archive/finances/2018/2018-final-actual-budget-en.pdf,https://drive.google.com/file/d/1rgodiq0r-epk1BsrGFcq1LWZhil1oORX/view
Archive,Finances,2019 Area 9 Budget,,2019-01-01,2019,English,PDF,76,Area 09 legacy site,yes,docs/archive/finances/2019/final-2019-msca09-budget-en.pdf,https://drive.google.com/file/d/15AXTzRMaR2VZNlsWCdMpwLdeTsnfQHQn/view
Archive,Finances,By District Report By Groups Report 2019,,2019-01-01,2019,English,PDF,437,Area 09 legacy site,yes,docs/archive/finances/2019/quarterly-contribution-report-q1-2019-en.pdf,https://drive.google.com/file/d/16jE64UgWvFn9FbObrVu7LcE0IxSPZiwn/view
Archive,Finances,First Quarter 2019,,2019-01-01,2019,English,PDF,176,Area 09 legacy site,yes,docs/archive/finances/2019/2019-first-quarter-group-contributions-en.pdf,https://drive.google.com/file/d/1lytUDcyjeLFaU4DAfKAi3pSfpMJH8xTr/view
Archive,Finances,Second Quarter 2019,,2019-01-01,2019,English,PDF,185,Area 09 legacy site,yes,docs/archive/finances/2019/2019-second-quarter-group-contributions-en.pdf,https://drive.google.com/file/d/10R3yhwhnZgXuyG6In3_DU4XM3U66ssda/view
Archive,Finances,2021 MSCA 09 Budget Final,,2021-01-01,2021,English,PDF,162,MSCA09 website,yes,docs/archive/finances/2021/2021-msca09-budget-final-en.pdf,https://drive.google.com/file/d/1QfxYdvLuUQzjYtEPsa-2rzvs5YHyYk6p/view
Archive,Finances,Finance Com Notes Feb 21 2021,,2021-02-01,2021,English,PDF,400,MSCA09 website,yes,docs/archive/finances/2021/finance-com-notesfeb21-en.pdf,https://drive.google.com/file/d/1eMOhlTpceaL7EwuwRPTU4_VzYPbSnU_B/view
Archive,Finances,MSCA Budget Final 2020 2021,,2021-01-01,2021,English,PDF,59,MSCA09 website,yes,docs/archive/finances/2021/msca-budget-final-2020-en.pdf,https://drive.google.com/file/d/1Kymfft5nOK7tXN5fQfvr8553GIZ3XVHa/view
Archive,Finances,MSCA Budget Request English Active 2021,,2021-01-01,2021,English,PDF,163,MSCA09 website,yes,docs/archive/finances/2021/msca-budget-request-english-active-en.pdf,https://drive.google.com/file/d/1sQgqkNSKAVTFdyym6j-Mu4q4tql7vE3N/view
Archive,Finances,MSCA Budget Request Spanish Active 2021,,2021-01-01,2021,Spanish,PDF,382,MSCA09 website,yes,docs/archive/finances/2021/msca-budget-request-spanish-active-es.pdf,https://drive.google.com/file/d/1oKSu5MHqFcsxhgEEoKLNKcQhYE7bV_1l/view
Archive,Finances,MSCA Q 1 2021 Budget 2021.04.25,,2021-01-01,2021,English,PDF,12,MSCA09 website,yes,docs/archive/finances/2021/msca-q1-2021-budget-2021-04-25-en.pdf,https://drive.google.com/file/d/1d8mrchKsHCMGf8EMZ_WWSkqdqQZsmFdN/view
Archive,Finances,MSCA Q 2 2021 Budget 2021.08.08,,2021-01-01,2021,English,PDF,54,MSCA09 website,yes,docs/archive/finances/2021/msca-q2-2021-budget-2021-08-08-en.pdf,https://drive.google.com/file/d/1kmg9fwrLZ4-eQdQg-VCiMLO-ddYymE2o/view
Archive,Finances,MSCA Q 3 2020 Budget 2020.09.30 2021,,2021-01-01,2021,English,PDF,55,MSCA09 website,yes,docs/archive/finances/2021/msca-q3-2020-budget-2020-09-30-en.pdf,https://drive.google.com/file/d/1TgmK3IeRoU6eA0miMCcP5mvZ3vxlUYpe/view
Archive,Reports,67th GSC Final Report,,,,English,PDF,2171,Area 09 legacy site,yes,docs/archive/reports/67th-gsc-final-report-anonymity-protected-english-en.pdf,https://drive.google.com/file/d/1bOrE9k6LzCGxf19jbozdUGmbGXU4UBJr/view
Archive,Reports,68th G.S.C. Final Report Spanish,,,,Spanish,PDF,9829,Area 09 legacy site,yes,docs/archive/reports/68th-gsc-final-report-spanish-es.pdf,https://drive.google.com/file/d/1Q7O-Yc3rQu6PS4QkwSQh0rVqBjAm_Ai0/view
Archive,Reports,69th G.S.C. Proposed Agenda Items SP,,,,Spanish,PDF,252,Area 09 legacy site,yes,docs/archive/reports/69th-gsc-proposed-agenda-items-sp-es.pdf,https://drive.google.com/file/d/1qPnZ1QFMrvx1R0q-JzhZjGdhu6hBCocw/view
Archive,Reports,A Guide to Reading the Final Conference Report,,,,English,PDF,46,Area 09 legacy site,yes,docs/archive/reports/68-csg-final-report-guide-en.pdf,https://drive.google.com/file/d/1KpAYxMTxfmGRleeJ0eIenjQsC1YTnMBp/view
Archive,Reports,Committee Workshop Power Point,,,,English,PDF,1689,Area 09 legacy site,yes,docs/archive/reports/committee-workshop-power-point-final-en.pdf,https://drive.google.com/file/d/18i8U-vSOBs3TFsZsQNXQB_A-oQzZD2oG/view
Archive,Reports,GS Bjan 06,,,,English,PDF,86,Area 09 legacy site,yes,docs/archive/reports/gs-bjan-06-en.pdf,https://drive.google.com/file/d/1KOdQdD_nl1kpxoQTn8NL800WF8Bf23Hf/view
Archive,Reports,Jan Board Report 07,,,,English,PDF,91,Area 09 legacy site,yes,docs/archive/reports/jan-board-report-07-en.pdf,https://drive.google.com/file/d/1pG4DMZqGqA7oXEqTl4VoVDwivdxb4FPV/view
Archive,Reports,NAF,,,,English,PDF,182,Area 09 legacy site,yes,docs/archive/reports/naf-en.pdf,https://drive.google.com/file/d/1DY7ITROzKvUzBXx4R3y-l-DrLgZv-Pj4/view
Archive,Reports,Nov 08 Board Report 1,,,,English,PDF,17,Area 09 legacy site,yes,docs/archive/reports/nov-08-board-report1-en.pdf,https://drive.google.com/file/d/1YBSNWzzvi3CwIItRuQy9-onPGf7O9kgT/view
Archive,Reports,Nov 08 Board Report S 1,,,,English,PDF,18,Area 09 legacy site,yes,docs/archive/reports/nov-08-board-report-s-1-en.pdf,https://drive.google.com/file/d/1J2iGzKaf8BLMf5ZzUrjnutA3pwcoHE1y/view
Archive,Reports,October District 1 and 3 Report,,,,English,PDF,85,Area 09 legacy site,yes,docs/archive/reports/october-district-1-and-3-report-en.pdf,https://drive.google.com/file/d/1U9zi0o6vKXfiA8DM2k6qpZ0_vLBcxo87/view
Archive,Reports,Proposed Items for the Agenda,,,,English,PDF,167,Area 09 legacy site,yes,docs/archive/reports/69th-gsc-proposed-agenda-items-en-en.pdf,https://drive.google.com/file/d/1Uy0gYdyUHGGnQRWNZgbKEP2R5whbIfGO/view
Archive,Reports,Regional Forums to Date List,,,,English,PDF,137,Area 09 legacy site,yes,docs/archive/reports/regional-forums-to-date-list-en.pdf,https://drive.google.com/file/d/10SLzfVAuKp-e_gY_eAvW3yUncK6R4hMK/view
Archive,Reports,S Com Report,,,,English,PDF,15,Area 09 legacy site,yes,docs/archive/reports/scomrpt-en.pdf,https://drive.google.com/file/d/1cYLDJxe3qSf-B7WKzFTGwd-2ey6ZTmvv/view
Archive,Reports,S DC Mrpt,,,,English,PDF,18,Area 09 legacy site,yes,docs/archive/reports/sdcmrpt-en.pdf,https://drive.google.com/file/d/1Xi-gVmT2WaZo4LRkBfccmocSg-DfmRdI/view
Archive,Reports,S G.S.O. Quarterly Report S 7 08,,,,English,PDF,17,Area 09 legacy site,yes,docs/archive/reports/s-g-s-o-quarterly-report-s-7-08-en.pdf,https://drive.google.com/file/d/1Z56CTpWn8WXQdgvshI8F1zbB8BO8hXPz/view
Archive,Reports,S GS Orpt 2,,,,English,PDF,87,Area 09 legacy site,yes,docs/archive/reports/s-gs-orpt-2-en.pdf,https://drive.google.com/file/d/1vzJ4VJkzcfyo-R0Bn6dNnyqmnGLH4WZ9/view
Archive,Reports,S GSB Report Nov 04,,,,English,PDF,102,Area 09 legacy site,yes,docs/archive/reports/s-gsb-report-nov-04-en.pdf,https://drive.google.com/file/d/1T8MRaM3GGplrhxS1sQdTwtJLBhVbetdr/view
Archive,Reports,W GS Board Report Nov 04 r,,,,English,PDF,94,Area 09 legacy site,yes,docs/archive/reports/w-gs-board-report-nov-04-r-en.pdf,https://drive.google.com/file/d/11PmmLBfhBpwfM4gERpttK1TjWm2m-ga0/view
Archive,Reports,Wtrustees Report Aug 04,,,,English,PDF,92,Area 09 legacy site,yes,docs/archive/reports/wtrustees-report-aug-04-en.pdf,https://drive.google.com/file/d/1qC9IqoXxW68_rpPVDPjp9EONwZPHLmll/view
Archive,Reports,Committee Report Form 2006,,2006-01-01,2006,English,PDF,14,Area 09 legacy site,yes,docs/archive/reports/comrpt-en.pdf,https://drive.google.com/file/d/13HK9BYLoJxCYQFkoBCg7-g03Y2T_yXrw/view
Archive,Reports,July 2009 Board Report 2009 Spanish,,2009-01-01,2009,Spanish,PDF,77,Area 09 legacy site,yes,docs/archive/reports/2009/july-2009-board-report2009spanish-es.pdf,https://drive.google.com/file/d/1tf2LAFBwXwNnLwhF3qS3qxKry4Vj68wQ/view
Archive,Reports,July 2009 Board Report Redo,,2009-01-01,2009,English,PDF,90,Area 09 legacy site,yes,docs/archive/reports/2009/july-2009-board-reportredo-en.pdf,https://drive.google.com/file/d/1Y_f31FhaP0sqzTM_8W27Upn32RJpdoyc/view
Archive,Reports,2010 August Pacific Regional Forum Report,,2010-01-01,2010,English,DOC,95,Area 09 legacy site,yes,docs/archive/reports/2010/2010pcrffinalreport-eng-en.doc,https://drive.google.com/file/d/1FVy4KJacjbQQIaF_Op9jdMIK-eq0DlmY/view
Archive,Reports,D 7 Minutes Dec 2010,,2010-12-01,2010,English,PDF,33,Area 09 legacy site,yes,docs/archive/reports/2010/d7-minutes-dec-2010-en.pdf,https://drive.google.com/file/d/1tiFlTIO3zQ7MNWmrke0ykYHw9d3PLIut/view
Archive,Reports,2011 Additional Pacific Regional Forum Report,,2011-01-01,2011,English,PDF,407,Area 09 legacy site,yes,docs/archive/reports/2011/2011pacrffinalreport-en.pdf,https://drive.google.com/file/d/1KutCqkGy1Ry7SJUMAA7snRI2nia4YOQN/view
Archive,Reports,2011 Pacific Regional Trustee Report,,2011-01-01,2011,English,PDF,112,Area 09 legacy site,yes,docs/archive/reports/2011/2011pacregionaltrusteeboardreportoct-en.pdf,https://drive.google.com/file/d/1EDnT-wE6Ylul2EdqDFNRVvANeVfYCpVL/view
Archive,Reports,2011 Pacific Regional Trustee Report July Board Meeting,,2011-01-01,2011,English,PDF,440,Area 09 legacy site,yes,docs/archive/reports/2011/regionaltrusteereport-julyboardmeeting-2011-en.pdf,https://drive.google.com/file/d/1lSw5znhd3-2zO2OVkyA7L17y5AwRde-A/view
Archive,Reports,DCMC Report Form 2011,,2011-01-01,2011,English,PDF,17,Area 09 legacy site,yes,docs/archive/reports/dcmcrpt-en.pdf,https://drive.google.com/file/d/1P0iJOMeav15vwG7ngA0ZAk-bpjWZzgIn/view
Archive,Reports,"2012 Final Report, Pacific Regional Forum",,2012-01-01,2012,English,PDF,105,Area 09 legacy site,yes,docs/archive/reports/2012/2012-pcrf-final-report-eng-en.pdf,https://drive.google.com/file/d/193NAYPWzKuras8f-3zoxd83R9RcydTyo/view
Archive,Reports,62nd General Service Conference Overview with pictures.,,2012-01-01,2012,English,PDF,6710,Area 09 legacy site,yes,docs/archive/reports/2012/2012-post-conference-report-web-safe-en.pdf,https://drive.google.com/file/d/1Xn_gvaV78yWsx-uYV3DuBbZFoIxT0jIV/view
Archive,Reports,2004 November General Service Board Weekend Report,,2013-01-01,2013,English,PDF,94,Area 09 legacy site,yes,docs/archive/reports/2013/2004-november-general-service-board-weekend-report-en.pdf,https://drive.google.com/file/d/1dH4FI_qXvl3McOoDTAorbbQ6lrYgjZhE/view
Archive,Reports,2013 March 2013 AAWS Highlights,,2013-01-01,2013,English,PDF,26,Area 09 legacy site,yes,docs/archive/reports/2013/2013-03-15-aaws-highlights-en.pdf,https://drive.google.com/file/d/1_-jYcxnO7oGidcGivdqgnEYRC08Sh2Zg/view
Archive,Reports,2013 Technology As Service Notes,,2013-01-01,2013,English,PDF,411,Area 09 legacy site,yes,docs/archive/reports/aa-praasa-technologyasservice-notes-en.pdf,https://drive.google.com/file/d/1NCs--J13OMMVSYvzKUZMiAKC1spPfRb5/view
Archive,Reports,2013 Technology As Service Sketch,,2013-01-01,2013,English,PDF,49,Area 09 legacy site,yes,docs/archive/reports/2013/aa-praasa-2013-sketch-v1-en.pdf,https://drive.google.com/file/d/11hLlLPteebvClQG9BE6pqiLQK5BoSJrk/view
Archive,Reports,Total 2016,,2016-01-01,2016,English,PDF,388,Area 09 legacy site,yes,docs/archive/reports/2016/total-2016-en.pdf,https://drive.google.com/file/d/1KekOB3LEqjefq8DR9lIsiX8Is4EPN4JA/view
Archive,Reports,2017 Safety and AA Workshop,,2017-01-01,2017,English,PDF,209,Area 09 legacy site,yes,docs/archive/reports/safetyand-aa-en.pdf,https://drive.google.com/file/d/16g5_tuYz3PRwC3_5UzIF4tyhMWwr6jBn/view
Archive,Reports,2018 GSC Final Report,,2018-01-01,2018,English,PDF,9924,Area 09 legacy site,yes,docs/archive/reports/68th-gsc-final-report-en.pdf,https://drive.google.com/file/d/1MA98TI44ERT2zWp3gR756FlipncfQe7C/view
Archive,Reports,2018 Servathon Roundtable Summaries,,2018-01-01,2018,English,PDF,554,Area 09 legacy site,yes,docs/archive/reports/2018/servathon-roundtable-summaries-2018-11-11-final-en.pdf,https://drive.google.com/file/d/1de2TJCb_TFrnwGckIhPyIJQGdoPPfyHO/view
Archive,Reports,A.A.W.S. Highlights September 2018 (Spanish),,2018-01-01,2018,Spanish,PDF,112,Area 09 legacy site,yes,docs/archive/reports/2018/aaws-highlights-september-2018-spanish-es.pdf,https://drive.google.com/file/d/18gqgLaDFrgcTglrHUg6Dn1eNwHhF0AxY/view
Archive,Reports,Pacific Regional Trustee's Report 2018,,2018-01-01,2018,English,PDF,121,Area 09 legacy site,yes,docs/archive/reports/2018/pac-reg-trustee-rept-oct-2018-en.pdf,https://drive.google.com/file/d/1FH8uxkdryvhssXgPc9JtsXPP_cB8AKMp/view
Archive,Reports,Reaching Out to African-American Alcoholics 2018,,2018-01-01,2018,English,PDF,135,Area 09 legacy site,yes,docs/archive/reports/2018/reaching-out-to-african-american-alcoholics-09252018-final-repor-en.pdf,https://drive.google.com/file/d/1Pn5aC-YcRUw8PP6dK3Yqp89RmdjFrMOQ/view
Archive,Reports,2019 Inventory ResultsEnglish,,2019-01-01,2019,English,PDF,177,Area 09 legacy site,yes,docs/archive/reports/2019/2019-inventory-resultsenglish-en.pdf,https://drive.google.com/file/d/1HtYJ2_D0bFZNXUCWfwAKvA-vhJLXEl9K/view
Archive,Reports,2019 Nov Pacific Region Trustee Report,,2019-11-01,2019,English,PDF,460,Area 09 legacy site,yes,docs/archive/reports/2019/2019-trusteereport-en.pdf,https://drive.google.com/file/d/1VnAd4b10_ZF-V3WwgOb8OMgCppVv9zx1/view
Archive,Reports,2019 Servathon Roundtable Summaries,,2019-01-01,2019,English,PDF,121,Area 09 legacy site,yes,docs/archive/reports/2019/servathon-roundtable-summaries-2019-11-16-en.pdf,https://drive.google.com/file/d/1IHPLahmvz4lqHWIeScyAnf41AHn5yROV/view
Archive,Reports,69th General Service Conference 2019,,2019-01-01,2019,English,PDF,329,Area 09 legacy site,yes,docs/archive/reports/2019/summary-ballot-2019-pre-conference-workshops-2019-05-05-en.pdf,https://drive.google.com/file/d/1ZPa8yYJlvhwZI_1AnNPsHQHR3wirmPk8/view
Archive,Reports,Blank Ballots for Pre-Conference Workshops 2019,,2019-01-01,2019,English,PDF,129,Area 09 legacy site,yes,docs/archive/reports/2019/gsc-69th-blank-casting-ballots-pre-conference-workshops-english-en.pdf,https://drive.google.com/file/d/1MgEAkUMT74jqsszNCAX3WocZRdMKKvL3/view
Archive,Reports,Final Summary Tables 2019,,2019-01-01,2019,English,PDF,181,Area 09 legacy site,yes,docs/archive/reports/2019/gsc-69th-final-summary-tables-english-2019-en.pdf,https://drive.google.com/file/d/1oB5RShf_Qb2YyovqnyK0ka_gNeC7CJQu/view
Archive,Reports,Pac Reg Trustee Rept Jan 2019 SP,,2019-01-01,2019,Spanish,PDF,196,Area 09 legacy site,yes,docs/archive/reports/2019/pac-reg-trustee-rept-jan-2019-sp-es.pdf,https://drive.google.com/file/d/1IHc6IOzQTyf0HemCKFyOn87ACx6tp5kc/view
Archive,Reports,Pac Reg Trustee rept jan 2019 EN,,2019-01-01,2019,English,PDF,195,Area 09 legacy site,yes,docs/archive/reports/2019/pac-reg-trustee-rept-jan-2019-en-en.pdf,https://drive.google.com/file/d/1iYoBebHSIUkmjIZuMpm0IdZY7uZ_q497/view
Archive,Reports,TOC Background Material 2019,,2019-01-01,2019,English,PDF,93,Area 09 legacy site,yes,docs/archive/reports/2019/gsc-69th-toc-conference-background-material-english-2019-en.pdf,https://drive.google.com/file/d/1DUWA58bJ-fEnXSqKB2M0ufijA1fW5As-/view
Archive,Reports,202009 Sept Accessibilities Area Meeting Minutes,,2020-09-01,2020,English,PDF,112,Area 09 legacy site,yes,docs/archive/reports/2020/202009-sept-accessibilities-areameetingminutes-en.pdf,https://drive.google.com/file/d/1nmZ_UOfktBKZpwa6wvXiaif4VsSmg0-U/view
Archive,Reports,"202009 Sept C.P.C. Report Area September 9, 2013.2020",,2020-09-01,2020,English,PDF,498,Area 09 legacy site,yes,docs/archive/reports/2020/202009-sept-cpc-report-area09-9-13-2020-en.pdf,https://drive.google.com/file/d/17StrNukb-sGClImXTGHnMn1imv5JZPT9/view
Archive,Reports,202009 Sept D.C.M. School Meeting Minutes,,2020-09-01,2020,English,PDF,174,Area 09 legacy site,yes,docs/archive/reports/2020/202009-sept-dcm-school-meeting-minutes-en.pdf,https://drive.google.com/file/d/1KZMWG3JA3OxgU7Sgx8M1Szr63Hta3sgi/view
Archive,Reports,202009 Sept Literature Minutes of the MSCA 09 Literature Committee,,2020-09-01,2020,English,PDF,48,Area 09 legacy site,yes,docs/archive/reports/2020/202009-sept-literature-minutes-of-the-msca-09-literature-committ-en.pdf,https://drive.google.com/file/d/1MljptZCYu5jNxolIMKbOfldPtE23WMw4/view
Archive,Reports,202009 Sept Remote Communities Ad Hoc Committee Report,,2020-09-01,2020,English,PDF,113,Area 09 legacy site,yes,docs/archive/reports/2020/202009-sept-remotecommunities-ad-hoc-committeereport-en.pdf,https://drive.google.com/file/d/1NMcbPyW5-YKqIouJEG16YX82oV4EwCQZ/view
Archive,Reports,202010 District 12 October Area Report,,2020-01-01,2020,English,PDF,39,Area 09 legacy site,yes,docs/archive/reports/2020/202010-district12-october-area-report-docx-en.pdf,https://drive.google.com/file/d/1SngMTGKguaXfc8JelHkoVR3Ai3xMjDJj/view
Archive,Reports,202010 District 4 Report,,2020-01-01,2020,English,PDF,52,Area 09 legacy site,yes,docs/archive/reports/2020/202010-district4-report-docx-en.pdf,https://drive.google.com/file/d/1K5siuq3_N0NeiPCO0KkEVJpA7xoUHeju/view
Archive,Reports,202010 District 6 D.C.M. Crpt,,2020-01-01,2020,English,PDF,19,Area 09 legacy site,yes,docs/archive/reports/2020/202010-district6-dcmcrpt-en.pdf,https://drive.google.com/file/d/1YWP0mQQOZNGCmWpTo6vDZmTwI9K5uszG/view
Archive,Reports,202010 G.S.R. School Report,,2020-01-01,2020,English,PDF,19,Area 09 legacy site,yes,docs/archive/reports/2020/202010-gsrschoolreport-en.pdf,https://drive.google.com/file/d/1Sbbj553gH8HZGaN_QzvxWIQ8DOqXnGjX/view
Archive,Reports,202010 Hand I Committee Report,,2020-01-01,2020,English,PDF,21,Area 09 legacy site,yes,docs/archive/reports/2020/202010-handi-committeereport-en.pdf,https://drive.google.com/file/d/1jxTp1XvTDmAndnKRmJ8BVtf3uDAWTITf/view
Archive,Reports,"April 12, 2020 — Virtual Zoom Board Meeting",,2020-04-13,2020,English,HTML,7,MSCA09 website,yes,docs/archive/pages/2020-04-13-april-12-2020-virtual-zoom-board-meeting.html,docs/archive/pages/2020-04-13-april-12-2020-virtual-zoom-board-meeting.html
Archive,Reports,"April 26, 2020 — PRAASA Paraíso",,2020-04-27,2020,English,HTML,6,MSCA09 website,yes,docs/archive/pages/2020-04-27-april-26-2020-praasa-para-so.html,docs/archive/pages/2020-04-27-april-26-2020-praasa-para-so.html
Archive,Reports,"August 9, 2020 — Noble Grace",,2020-08-09,2020,English,HTML,5,MSCA09 website,yes,docs/archive/pages/2020-08-09-august-9-2020-noble-grace.html,docs/archive/pages/2020-08-09-august-9-2020-noble-grace.html
Archive,Reports,"August 9, 2020 — Virtual Area Service Committee",,2020-08-09,2020,English,HTML,8,MSCA09 website,yes,docs/archive/pages/2020-08-09-august-9-2020-virtual-area-service-committee.html,docs/archive/pages/2020-08-09-august-9-2020-virtual-area-service-committee.html
Archive,Reports,"February 17, 2020 — Pacific Region Trustee’s Report",,2020-02-18,2020,English,HTML,14,MSCA09 website,yes,docs/archive/pages/2020-02-18-february-17-2020-pacific-region-trustee-s-report.html,docs/archive/pages/2020-02-18-february-17-2020-pacific-region-trustee-s-report.html
Archive,Reports,"February 25, 2020 — ""Updating the First 164 Pages – Pros and Cons”",,2020-02-26,2020,English,HTML,10,MSCA09 website,yes,docs/archive/pages/2020-02-26-february-25-2020-updating-the-first-164-pages-pros-and-cons.html,docs/archive/pages/2020-02-26-february-25-2020-updating-the-first-164-pages-pros-and-cons.html
Archive,Reports,"February 27, 2020 — ""Intergroup Participation in the General Service Structure” by Ryan W.",,2020-02-28,2020,English,HTML,11,MSCA09 website,yes,docs/archive/pages/2020-02-28-february-27-2020-intergroup-participation-in-the-general-se.html,docs/archive/pages/2020-02-28-february-27-2020-intergroup-participation-in-the-general-se.html
Archive,Reports,"January 10, 2020 — First Contact",,2020-01-11,2020,English,HTML,6,MSCA09 website,yes,docs/archive/pages/2020-01-11-january-10-2020-first-contact.html,docs/archive/pages/2020-01-11-january-10-2020-first-contact.html
Archive,Reports,"January 13, 2020 — Welcome New Chairs",,2020-01-14,2020,English,HTML,6,MSCA09 website,yes,docs/archive/pages/2020-01-14-january-13-2020-welcome-new-chairs.html,docs/archive/pages/2020-01-14-january-13-2020-welcome-new-chairs.html
Archive,Reports,"January 19, 2020 — Area Highlights",,2020-01-20,2020,English,HTML,4,MSCA09 website,yes,docs/archive/pages/2020-01-20-january-19-2020-area-highlights.html,docs/archive/pages/2020-01-20-january-19-2020-area-highlights.html
Archive,Reports,"July 19, 2020 — Virtual Zoom Board Meeting",,2020-07-19,2020,English,HTML,5,MSCA09 website,yes,docs/archive/pages/2020-07-19-july-19-2020-virtual-zoom-board-meeting.html,docs/archive/pages/2020-07-19-july-19-2020-virtual-zoom-board-meeting.html
